date;day;month;year;survey;length;ptot;X;Y;long;lat;surveyF;id_newF;log_length;yearF;jd;mo;jd_s;survey_name
26/5/2018;26;5;2018;3;80;1;351587.491;7644632.245;55.569268;-21.294079;3;205;4.382026635;2018;146;5;-0.489350106;2017-2019
30/11/2017;30;11;2017;3;80;0;351587.491;7644632.245;55.569268;-21.294079;3;205;4.382026635;2017;334;11;1.780169108;2017-2019
2/6/2018;2;6;2018;3;80;2;338131.3515;7661674.509;55.4412;-21.139;3;206;4.382026635;2018;153;6;-0.404846731;2017-2019
27/5/2017;27;5;2017;3;80;2;338131.3515;7661674.509;55.4412;-21.139;3;206;4.382026635;2017;147;5;-0.477278195;2017-2019
24/11/2017;24;11;2017;3;80;0;338131.3515;7661674.509;55.4412;-21.139;3;206;4.382026635;2017;328;11;1.707737644;2017-2019
30/5/2018;30;5;2018;3;80;0;344186.6354;7640929.665;55.4976;-21.3269;3;207;4.382026635;2018;150;5;-0.441062463;2017-2019
27/5/2018;27;5;2018;3;80;1;348863.572;7641095.391;55.5427;-21.3258;3;210;4.382026635;2018;147;5;-0.477278195;2017-2019
26/5/2018;26;5;2018;3;80;0;336458.0006;7643013.135;55.4233;-21.3074;3;211;4.382026635;2018;146;5;-0.489350106;2017-2019
27/6/2018;27;6;2018;3;80;0;339750.4036;7649024.443;55.4556;-21.2534;3;212;4.382026635;2018;178;6;-0.103048963;2017-2019
7/6/2018;7;6;2018;3;80;0;338222.2475;7658763.573;55.4418;-21.1653;3;213;4.382026635;2018;158;6;-0.344487177;2017-2019
7/6/2018;7;6;2018;3;80;0;342522.8991;7659724.176;55.4833;-21.157;3;214;4.382026635;2018;158;6;-0.344487177;2017-2019
15/6/2018;15;6;2018;3;80;1;356423.1975;7662751.673;55.6174;-21.1308;3;217;4.382026635;2018;166;6;-0.247911892;2017-2019
13/6/2018;13;6;2018;3;80;0;350168.9622;7665638.952;55.55744;-21.104218;3;218;4.382026635;2018;164;6;-0.272055713;2017-2019
12/6/2018;12;6;2018;3;80;1;369840.5843;7639449.384;55.7448;-21.3423;3;219;4.382026635;2018;163;6;-0.284127624;2017-2019
28/5/2018;28;5;2018;3;80;0;369840.5843;7639449.384;55.7448;-21.3423;3;219;4.382026635;2018;148;5;-0.465206284;2017-2019
17/6/2009;17;6;2009;2;120;1;375396.6781;7641197.548;55.7985;-21.3269;2;220;4.787491743;2009;168;6;-0.22376807;2009-2010
30/5/2018;30;5;2018;3;80;0;375396.6781;7641197.548;55.7985;-21.3269;3;220;4.382026635;2018;150;5;-0.441062463;2017-2019
26/5/2018;26;5;2018;3;80;0;365738.175;7643921.862;55.7056;-21.3016;3;221;4.382026635;2018;146;5;-0.489350106;2017-2019
8/6/2018;8;6;2018;3;80;0;367829.3896;7657356.144;55.7268;-21.1804;3;222;4.382026635;2018;159;6;-0.332415267;2017-2019
14/6/2018;14;6;2018;3;80;0;359169.2652;7665941.513;55.6441;-21.1022;3;225;4.382026635;2018;165;6;-0.259983802;2017-2019
2/6/2009;2;6;2009;2;120;1;359169.2652;7665941.513;55.6441;-21.1022;2;225;4.787491743;2009;153;6;-0.404846731;2009-2010
30/5/2018;30;5;2018;3;80;0;354816.0448;7676958.994;55.603126;-21.00234;3;226;4.382026635;2018;150;5;-0.441062463;2017-2019
7/6/2018;7;6;2018;3;80;0;355684.7181;7680768.181;55.6118;-20.968;3;227;4.382026635;2018;158;6;-0.344487177;2017-2019
7/5/2010;7;5;2010;2;120;1;351716.4105;7679172.328;55.5735;-20.9821;2;228;4.787491743;2010;127;5;-0.718716409;2009-2010
6/10/2000;6;10;2000;1;120;1;351716.4105;7679172.328;55.5735;-20.9821;1;228;4.787491743;2000;280;10;1.12828593;1997-2000
31/5/2018;31;5;2018;3;80;0;351716.4105;7679172.328;55.5735;-20.9821;3;228;4.382026635;2018;151;5;-0.428990552;2017-2019
9/6/1999;9;6;1999;1;120;2;351716.4105;7679172.328;55.5735;-20.9821;1;228;4.787491743;1999;160;6;-0.320343356;1997-2000
18/5/2018;18;5;2018;3;80;0;350471.6076;7684641.19;55.562;-20.9326;3;229;4.382026635;2018;138;5;-0.585925392;2017-2019
14/5/2018;14;5;2018;3;80;0;351579.4392;7686378.107;55.5728;-20.917;3;230;4.382026635;2018;134;5;-0.634213034;2017-2019
26/5/2018;26;5;2018;3;80;0;339120.8493;7681734.495;55.4526;-20.9579;3;231;4.382026635;2018;146;5;-0.489350106;2017-2019
12/6/2018;12;6;2018;3;80;0;334402.0304;7683559.316;55.4074;-20.941;3;232;4.382026635;2018;163;6;-0.284127624;2017-2019
15/10/2000;15;10;2000;1;120;1;334402.0304;7683559.316;55.4074;-20.941;1;232;4.787491743;2000;289;10;1.236933126;1997-2000
19/12/1997;19;12;1997;1;120;1;334402.0304;7683559.316;55.4074;-20.941;1;232;4.787491743;1997;353;12;2.009535412;1997-2000
13/8/1999;13;8;1999;1;120;1;334402.0304;7683559.316;55.4074;-20.941;1;232;4.787491743;1999;225;8;0.464330841;1997-2000
25/6/2009;25;6;2009;2;120;0;334402.0304;7683559.316;55.4074;-20.941;2;232;4.787491743;2009;176;6;-0.127192784;2009-2010
4/6/2018;4;6;2018;3;80;0;348147.3843;7686310.205;55.5397997;-20.9173344;3;236;4.382026635;2018;155;6;-0.380702909;2017-2019
14/6/2018;14;6;2018;3;80;0;340021.8906;7676716.824;55.4608;-21.0033;3;237;4.382026635;2018;165;6;-0.259983802;2017-2019
30/5/2018;30;5;2018;3;80;0;325256.8196;7679834.311;55.3191;-20.9738;3;238;4.382026635;2018;150;5;-0.441062463;2017-2019
30/5/2018;30;5;2018;3;80;0;323441.6375;7677434.634;55.3014;-20.9953;3;239;4.382026635;2018;150;5;-0.441062463;2017-2019
30/5/2018;30;5;2018;3;80;2;327848.0504;7677646.947;55.3438;-20.9938;3;240;4.382026635;2018;150;5;-0.441062463;2017-2019
30/5/2018;30;5;2018;3;80;0;322567.0439;7667812.045;55.291998;-21.082123;3;241;4.382026635;2018;150;5;-0.441062463;2017-2019
30/5/2018;30;5;2018;3;80;0;322504.6036;7660107.548;55.2906;-21.1517;3;242;4.382026635;2018;150;5;-0.441062463;2017-2019
4/6/2018;4;6;2018;3;80;0;329584.2325;7667556.212;55.3595;-21.0851;3;243;4.382026635;2018;155;6;-0.380702909;2017-2019
27/5/2018;27;5;2018;3;80;0;329143.9914;7646913.281;55.3532;-21.2715;3;244;4.382026635;2018;147;5;-0.477278195;2017-2019
25/5/2018;25;5;2018;3;80;1;333736.4059;7654589.099;55.3982;-21.2026;3;245;4.382026635;2018;145;5;-0.501422017;2017-2019
7/6/2018;7;6;2018;3;80;0;342268.2456;7644077.731;55.4794;-21.2983;3;246;4.382026635;2018;158;6;-0.344487177;2017-2019
05/6/2019;5;6;2019;3;80;0;342268.2456;7644077.731;55.4794;-21.2983;3;246;4.382026635;2019;156;6;-0.368630999;2017-2019
06/6/2019;6;6;2019;3;80;0;346679.2675;7643931.454;55.5219;-21.3;3;247;4.382026635;2019;157;6;-0.356559088;2017-2019
8/6/2018;8;6;2018;3;80;0;346679.2675;7643931.454;55.5219;-21.3;3;247;4.382026635;2018;159;6;-0.332415267;2017-2019
24/7/1999;24;7;1999;1;120;0;341014.6237;7652446.791;55.4681;-21.2226;1;248;4.787491743;1999;205;7;0.222892626;1997-2000
28/7/2000;28;7;2000;1;120;2;341014.6237;7652446.791;55.4681;-21.2226;1;248;4.787491743;2000;210;7;0.28325218;1997-2000
6/1/1998;6;1;1998;1;135;1;341014.6237;7652446.791;55.4681;-21.2226;1;248;4.905274778;1998;6;1;-2.179417606;1997-2000
14/6/2019;14;6;2019;3;80;3;341014.6237;7652446.791;55.4681;-21.2226;3;248;4.382026635;2019;165;6;-0.259983802;2017-2019
13/6/2018;13;6;2018;3;80;0;341014.6237;7652446.791;55.4681;-21.2226;3;248;4.382026635;2018;164;6;-0.272055713;2017-2019
22/5/2009;22;5;2009;2;120;1;341014.6237;7652446.791;55.4681;-21.2226;2;248;4.787491743;2009;142;5;-0.537637749;2009-2010
19/5/2018;19;5;2018;3;80;0;353550.6911;7638968.149;55.5877;-21.3454;3;249;4.382026635;2018;139;5;-0.573853481;2017-2019
26/5/2018;26;5;2018;3;80;0;352092.7564;7640759.6;55.5738;-21.3291;3;250;4.382026635;2018;146;5;-0.489350106;2017-2019
7/6/2018;7;6;2018;3;80;0;367520.965;7654397.897;55.7236;-21.2071;3;251;4.382026635;2018;158;6;-0.344487177;2017-2019
13/6/2018;13;6;2018;3;80;0;366071.6131;7669253.532;55.7108;-21.0728;3;254;4.382026635;2018;164;6;-0.272055713;2017-2019
4/6/2018;4;6;2018;3;80;0;333485.6089;7665027.302;55.3968;-21.1083;3;255;4.382026635;2018;155;6;-0.380702909;2017-2019
3/11/1997;3;11;1997;1;120;0;333485.6089;7665027.302;55.3968;-21.1083;1;255;4.787491743;1997;307;11;1.454227519;1997-2000
15/6/2018;15;6;2018;3;80;2;330197.2194;7663521.259;55.365;-21.1216;3;256;4.382026635;2018;166;6;-0.247911892;2017-2019
29/5/2018;29;5;2018;3;80;0;321364.0681;7672418.82;55.2809;-21.0404;3;257;4.382026635;2018;149;5;-0.453134374;2017-2019
30/5/2018;30;5;2018;3;80;0;316940.901;7670078.54;55.2381;-21.0611;3;258;4.382026635;2018;150;5;-0.441062463;2017-2019
8/6/2018;8;6;2018;3;80;0;351741.3165;7653233.534;55.5715;-21.2164;3;260;4.382026635;2018;159;6;-0.332415267;2017-2019
9/6/2018;9;6;2018;3;80;0;375073.3575;7649586.221;55.796;-21.2511;3;262;4.382026635;2018;160;6;-0.320343356;2017-2019
9/6/2018;9;6;2018;3;80;0;341358.0513;7660975.146;55.4722;-21.1456;3;263;4.382026635;2018;160;6;-0.320343356;2017-2019
26/5/2019;26;5;2019;3;80;0;345550;7643688;55.51099383;-21.30210298;3;280;4.382026635;2019;146;5;-0.489350106;2017-2019
05/6/2019;5;6;2019;3;80;0;358292;7656503;55.63487461;-21.18738958;3;281;4.382026635;2019;156;6;-0.368630999;2017-2019
16/5/2017;16;5;2017;3;80;0;352886.9862;7650926.013;55.582337;-21.237336;3;401;4.382026635;2017;136;5;-0.610069213;2017-2019
9/5/2009;9;5;2009;2;130;1;352886.9862;7650926.013;55.582337;-21.237336;2;401;4.86753445;2009;129;5;-0.694572588;2009-2010
15/1/1998;15;1;1998;1;60;0;352886.9862;7650926.013;55.582337;-21.237336;1;401;4.094344562;1998;15;1;-2.070770409;1997-2000
2/7/2010;2;7;2010;2;120;0;329185.0721;7673010.558;55.3562;-21.0358;2;402;4.787491743;2010;183;7;-0.042689409;2009-2010
22/6/2000;22;6;2000;1;100;0;329185.0721;7673010.558;55.3562;-21.0358;1;402;4.605170186;2000;174;6;-0.151336606;1997-2000
8/11/1997;8;11;1997;1;120;1;329185.0721;7673010.558;55.3562;-21.0358;1;402;4.787491743;1997;312;11;1.514587073;1997-2000
7/5/2009;7;5;2009;2;120;0;334974.3156;7652287.558;55.4099;-21.2235;2;403;4.787491743;2009;127;5;-0.718716409;2009-2010
2/10/1999;2;10;1999;1;120;1;334974.3156;7652287.558;55.4099;-21.2235;1;403;4.787491743;1999;275;10;1.067926376;1997-2000
9/11/1997;9;11;1997;1;120;1;334974.3156;7652287.558;55.4099;-21.2235;1;403;4.787491743;1997;313;11;1.526658983;1997-2000
10/11/1997;10;11;1997;1;90;0;322534.7073;7670848.057;55.292;-21.0547;1;404;4.49980967;1997;314;11;1.538730894;1997-2000
17/5/2010;17;5;2010;2;120;0;322534.7073;7670848.057;55.292;-21.0547;2;404;4.787491743;2010;137;5;-0.597997302;2009-2010
11/11/1997;11;11;1997;1;120;0;326756.5303;7673638.613;55.3329;-21.0299;1;405;4.787491743;1997;315;11;1.550802805;1997-2000
2/7/2010;2;7;2010;2;120;1;326756.5303;7673638.613;55.3329;-21.0299;2;405;4.787491743;2010;183;7;-0.042689409;2009-2010
5/8/1998;5;8;1998;1;120;2;328616.9381;7677699.182;55.3512;-20.9934;1;406;4.787491743;1998;217;8;0.367755555;1997-2000
21/5/2010;21;5;2010;2;120;1;328616.9381;7677699.182;55.3512;-20.9934;2;406;4.787491743;2010;141;5;-0.549709659;2009-2010
25/10/1997;25;10;1997;1;135;2;328616.9381;7677699.182;55.3512;-20.9934;1;406;4.905274778;1997;298;10;1.345580323;1997-2000
15/11/2000;15;11;2000;1;120;2;328616.9381;7677699.182;55.3512;-20.9934;1;406;4.787491743;2000;320;11;1.611162358;1997-2000
20/6/2019;20;6;2019;3;80;0;328616.9381;7677699.182;55.3512;-20.9934;3;406;4.382026635;2019;171;6;-0.187552338;2017-2019
19/4/2010;19;4;2010;2;120;1;332278.8438;7650909.466;55.3838;-21.2357;2;407;4.787491743;2010;109;4;-0.936010802;2009-2010
14/11/1997;14;11;1997;1;120;0;332278.8438;7650909.466;55.3838;-21.2357;1;407;4.787491743;1997;318;11;1.587018537;1997-2000
28/5/2009;28;5;2009;2;90;0;329309.9364;7684139.028;55.3585;-20.9353;2;408;4.49980967;2009;148;5;-0.465206284;2009-2010
15/11/1997;15;11;1997;1;120;2;329309.9364;7684139.028;55.3585;-20.9353;1;408;4.787491743;1997;319;11;1.599090448;1997-2000
17/11/1997;17;11;1997;1;100;0;330512.2578;7651090.614;55.3668;-21.2339;1;409;4.605170186;1997;321;11;1.623234269;1997-2000
19/4/2010;19;4;2010;2;120;1;330512.2578;7651090.614;55.3668;-21.2339;2;409;4.787491743;2010;109;4;-0.936010802;2009-2010
4/6/2017;4;6;2017;3;80;1;327840.9577;7663330.773;55.3423;-21.1231;3;410;4.382026635;2017;155;6;-0.380702909;2017-2019
24/6/2010;24;6;2010;2;120;0;327840.9577;7663330.773;55.3423;-21.1231;2;410;4.787491743;2010;175;6;-0.139264695;2009-2010
14/6/2019;14;6;2019;3;80;0;327840.9577;7663330.773;55.3423;-21.1231;3;410;4.382026635;2019;165;6;-0.259983802;2017-2019
28/6/2010;28;6;2010;2;120;1;327840.9577;7663330.773;55.3423;-21.1231;2;410;4.787491743;2010;179;6;-0.090977052;2009-2010
19/11/1997;19;11;1997;1;120;0;327840.9577;7663330.773;55.3423;-21.1231;1;410;4.787491743;1997;323;11;1.647378091;1997-2000
16/11/1997;16;11;1997;1;120;0;338393.0426;7678505.689;55.4453;-20.987;1;412;4.787491743;1997;320;11;1.611162358;1997-2000
11/8/1998;11;8;1998;1;120;0;338393.0426;7678505.689;55.4453;-20.987;1;412;4.787491743;1998;223;8;0.440187019;1997-2000
5/12/1999;5;12;1999;1;120;0;337396.912;7678296.691;55.4357;-20.9888;1;415;4.787491743;1999;339;12;1.840528662;1997-2000
27/5/2019;27;5;2019;3;80;0;337396.912;7678296.691;55.4357;-20.9888;3;415;4.382026635;2019;147;5;-0.477278195;2017-2019
23/12/2000;23;12;2000;1;120;1;337396.912;7678296.691;55.4357;-20.9888;1;415;4.787491743;2000;358;12;2.069894965;1997-2000
16/11/1997;16;11;1997;1;120;0;337396.912;7678296.691;55.4357;-20.9888;1;415;4.787491743;1997;320;11;1.611162358;1997-2000
21/11/1997;21;11;1997;1;120;0;329096.3448;7659479.674;55.354;-21.158;1;416;4.787491743;1997;325;11;1.671521912;1997-2000
20/6/2019;20;6;2019;3;80;2;329732.1091;7680489.666;55.3622;-20.9683;3;417;4.382026635;2019;171;6;-0.187552338;2017-2019
6/7/2000;6;7;2000;1;120;2;329732.1091;7680489.666;55.3622;-20.9683;1;417;4.787491743;2000;188;7;0.017670144;1997-2000
24/5/2009;24;5;2009;2;135;0;329732.1091;7680489.666;55.3622;-20.9683;2;417;4.905274778;2009;144;5;-0.513493927;2009-2010
22/11/1997;22;11;1997;1;120;1;329732.1091;7680489.666;55.3622;-20.9683;1;417;4.787491743;1997;326;11;1.683593823;1997-2000
10/6/2009;10;6;2009;2;90;0;357949.0723;7668909.05;55.6326;-21.0753;2;418;4.49980967;2009;161;6;-0.308271445;2009-2010
30/5/2019;30;5;2019;3;80;0;331745.2302;7685038.445;55.382;-20.9274;3;419;4.382026635;2019;150;5;-0.441062463;2017-2019
7/7/2000;7;7;2000;1;120;1;331745.2302;7685038.445;55.382;-20.9274;1;419;4.787491743;2000;189;7;0.029742055;1997-2000
23/5/1998;23;5;1998;1;120;2;331745.2302;7685038.445;55.382;-20.9274;1;419;4.787491743;1998;143;5;-0.525565838;1997-2000
10/12/1997;10;12;1997;1;120;2;331745.2302;7685038.445;55.382;-20.9274;1;419;4.787491743;1997;344;12;1.900888216;1997-2000
20/7/1999;20;7;1999;1;120;0;329517.5876;7686211.567;55.3607;-20.9166;1;420;4.787491743;1999;201;7;0.174604983;1997-2000
26/11/1997;26;11;1997;1;120;0;329517.5876;7686211.567;55.3607;-20.9166;1;420;4.787491743;1997;330;11;1.731881466;1997-2000
26/4/2010;26;4;2010;2;120;0;329810.3845;7665775.957;55.3615;-21.1012;2;421;4.787491743;2010;116;4;-0.851507427;2009-2010
27/11/1997;27;11;1997;1;120;0;329810.3845;7665775.957;55.3615;-21.1012;1;421;4.787491743;1997;331;11;1.743953376;1997-2000
16/6/2009;16;6;2009;2;120;2;325217.2252;7665838.739;55.3173;-21.1002;2;422;4.787491743;2009;167;6;-0.235839981;2009-2010
27/11/1997;27;11;1997;1;120;1;325217.2252;7665838.739;55.3173;-21.1002;1;422;4.787491743;1997;331;11;1.743953376;1997-2000
24/5/2009;24;5;2009;2;120;0;325217.2252;7665838.739;55.3173;-21.1002;2;422;4.787491743;2009;144;5;-0.513493927;2009-2010
20/6/2019;20;6;2019;3;80;0;329214.5335;7655096.35;55.3547;-21.1976;3;423;4.382026635;2019;171;6;-0.187552338;2017-2019
2/10/2000;2;10;2000;1;120;2;329214.5335;7655096.35;55.3547;-21.1976;1;423;4.787491743;2000;276;10;1.079998287;1997-2000
4/12/1997;4;12;1997;1;120;1;329214.5335;7655096.35;55.3547;-21.1976;1;423;4.787491743;1997;338;12;1.828456751;1997-2000
16/6/1999;16;6;1999;1;120;1;329214.5335;7655096.35;55.3547;-21.1976;1;423;4.787491743;1999;167;6;-0.235839981;1997-2000
6/5/2009;6;5;2009;2;120;1;329214.5335;7655096.35;55.3547;-21.1976;2;423;4.787491743;2009;126;5;-0.73078832;2009-2010
8/10/1999;8;10;1999;1;120;2;376253.3757;7656879.207;55.8079;-21.1853;1;424;4.787491743;1999;281;10;1.140357841;1997-2000
29/3/1998;29;3;1998;1;120;1;376253.3757;7656879.207;55.8079;-21.1853;1;424;4.787491743;1998;88;3;-1.189520927;1997-2000
18/7/2000;18;7;2000;1;120;0;327054.3531;7657111.062;55.3341;-21.1792;1;425;4.787491743;2000;200;7;0.162533073;1997-2000
16/5/2009;16;5;2009;2;120;1;327054.3531;7657111.062;55.3341;-21.1792;2;425;4.787491743;2009;136;5;-0.610069213;2009-2010
19/6/2009;19;6;2009;2;120;2;325437.3604;7667623.687;55.3196;-21.0841;2;426;4.787491743;2009;170;6;-0.199624249;2009-2010
5/12/1997;5;12;1997;1;120;0;325437.3604;7667623.687;55.3196;-21.0841;1;426;4.787491743;1997;339;12;1.840528662;1997-2000
10/12/1997;10;12;1997;1;120;0;332671.0295;7685036.688;55.3909;-20.9275;1;427;4.787491743;1997;344;12;1.900888216;1997-2000
29/6/1998;29;6;1998;1;120;1;332671.0295;7685036.688;55.3909;-20.9275;1;427;4.787491743;1998;180;6;-0.078905142;1997-2000
28/5/2009;28;5;2009;2;120;1;332384.5875;7684557.733;55.3881;-20.9318;2;428;4.787491743;2009;148;5;-0.465206284;2009-2010
25/5/2010;25;5;2010;2;60;1;332896.794;7677056.324;55.3923;-20.9996;2;429;4.094344562;2010;145;5;-0.501422017;2009-2010
5/4/1999;5;4;1999;1;120;0;334530.1935;7652061.652;55.4056;-21.2255;1;430;4.787491743;1999;95;4;-1.105017552;1997-2000
2/10/1999;2;10;1999;1;120;1;334530.1935;7652061.652;55.4056;-21.2255;1;430;4.787491743;1999;275;10;1.067926376;1997-2000
1/10/1999;1;10;1999;1;120;1;333773.709;7653980.522;55.3985;-21.2081;1;431;4.787491743;1999;274;10;1.055854466;1997-2000
20/1/1998;20;1;1998;1;90;1;333773.709;7653980.522;55.3985;-21.2081;1;431;4.49980967;1998;20;1;-2.010410856;1997-2000
7/5/2009;7;5;2009;2;90;1;333773.709;7653980.522;55.3985;-21.2081;2;431;4.49980967;2009;127;5;-0.718716409;2009-2010
2/1/2000;2;1;2000;1;120;2;333773.709;7653980.522;55.3985;-21.2081;1;431;4.787491743;2000;2;1;-2.227705249;1997-2000
18/12/2000;18;12;2000;1;120;2;356067.7753;7674959.477;55.615;-21.0205;1;432;4.787491743;2000;353;12;2.009535412;1997-2000
4/6/2009;4;6;2009;2;90;0;356067.7753;7674959.477;55.615;-21.0205;2;432;4.49980967;2009;155;6;-0.380702909;2009-2010
14/12/1997;14;12;1997;1;105;1;356067.7753;7674959.477;55.615;-21.0205;1;432;4.65396035;1997;348;12;1.949175858;1997-2000
12/7/2000;12;7;2000;1;120;2;335981.363;7686896.354;55.4229;-20.911;1;434;4.787491743;2000;194;7;0.090101608;1997-2000
23/12/1997;23;12;1997;1;120;1;335981.363;7686896.354;55.4229;-20.911;1;434;4.787491743;1997;357;12;2.057823055;1997-2000
13/8/1999;13;8;1999;1;120;1;335981.363;7686896.354;55.4229;-20.911;1;434;4.787491743;1999;225;8;0.464330841;1997-2000
9/12/1998;9;12;1998;1;120;1;335981.363;7686896.354;55.4229;-20.911;1;434;4.787491743;1998;343;12;1.888816305;1997-2000
4/7/2009;4;7;2009;2;120;1;335981.363;7686896.354;55.4229;-20.911;2;434;4.787491743;2009;185;7;-0.018545588;2009-2010
10/5/2010;10;5;2010;2;120;0;338044.8391;7685444.024;55.4426;-20.9243;2;435;4.787491743;2010;130;5;-0.682500677;2009-2010
24/12/1997;24;12;1997;1;60;0;338044.8391;7685444.024;55.4426;-20.9243;1;435;4.094344562;1997;358;12;2.069894965;1997-2000
10/5/2010;10;5;2010;2;120;1;339652.2291;7684872.78;55.458;-20.9296;2;436;4.787491743;2010;130;5;-0.682500677;2009-2010
6/8/1998;6;8;1998;1;75;0;339652.2291;7684872.78;55.458;-20.9296;1;436;4.317488114;1998;218;8;0.379827466;1997-2000
24/12/1997;24;12;1997;1;90;0;339652.2291;7684872.78;55.458;-20.9296;1;436;4.49980967;1997;358;12;2.069894965;1997-2000
26/12/1997;26;12;1997;1;60;0;349769.0549;7646417.931;55.5519;-21.2778;1;437;4.094344562;1997;360;12;2.094038787;1997-2000
22/5/2009;22;5;2009;2;145;1;349769.0549;7646417.931;55.5519;-21.2778;2;437;4.976733742;2009;142;5;-0.537637749;2009-2010
27/12/1997;27;12;1997;1;90;1;340600.902;7684649.381;55.4671;-20.9317;1;438;4.49980967;1997;361;12;2.106110698;1997-2000
6/8/1998;6;8;1998;1;60;1;340600.902;7684649.381;55.4671;-20.9317;1;438;4.094344562;1998;218;8;0.379827466;1997-2000
5/7/1999;5;7;1999;1;120;2;340600.902;7684649.381;55.4671;-20.9317;1;438;4.787491743;1999;186;7;-0.006473677;1997-2000
11/5/2010;11;5;2010;2;120;1;340600.902;7684649.381;55.4671;-20.9317;2;438;4.787491743;2010;131;5;-0.670428767;2009-2010
30/12/1997;30;12;1997;1;75;1;343645.2214;7654188.114;55.4936;-21.2071;1;439;4.317488114;1997;364;12;2.14232643;1997-2000
24/7/1999;24;7;1999;1;120;1;343645.2214;7654188.114;55.4936;-21.2071;1;439;4.787491743;1999;205;7;0.222892626;1997-2000
28/7/2000;28;7;2000;1;120;2;343645.2214;7654188.114;55.4936;-21.2071;1;439;4.787491743;2000;210;7;0.28325218;1997-2000
18/11/1998;18;11;1998;1;120;1;343645.2214;7654188.114;55.4936;-21.2071;1;439;4.787491743;1998;322;11;1.63530618;1997-2000
7/5/2010;7;5;2010;2;120;0;349000.213;7653286.066;55.5451;-21.2157;2;440;4.787491743;2010;127;5;-0.718716409;2009-2010
31/12/1997;31;12;1997;1;60;0;349000.213;7653286.066;55.5451;-21.2157;1;440;4.094344562;1997;365;12;2.15439834;1997-2000
19/5/2009;19;5;2009;2;120;1;361249.1208;7641105.648;55.6621;-21.3267;2;441;4.787491743;2009;139;5;-0.573853481;2009-2010
2/1/1998;2;1;1998;1;60;0;354028.6027;7642360.176;55.5926;-21.3148;1;442;4.094344562;1998;2;1;-2.227705249;1997-2000
15/5/2009;15;5;2009;2;135;1;354028.6027;7642360.176;55.5926;-21.3148;2;442;4.905274778;2009;135;5;-0.622141124;2009-2010
2/1/1998;2;1;1998;1;60;0;351758.2934;7638752.685;55.5704;-21.3472;1;443;4.094344562;1998;2;1;-2.227705249;1997-2000
30/4/2010;30;4;2010;2;120;0;351758.2934;7638752.685;55.5704;-21.3472;2;443;4.787491743;2010;120;4;-0.803219784;2009-2010
16/6/2010;16;6;2010;2;120;0;349942.8216;7658066.333;55.5546;-21.1726;2;444;4.787491743;2010;167;6;-0.235839981;2009-2010
9/10/1999;9;10;1999;1;120;1;349942.8216;7658066.333;55.5546;-21.1726;1;444;4.787491743;1999;282;10;1.152429751;1997-2000
5/1/1998;5;1;1998;1;40;0;349942.8216;7658066.333;55.5546;-21.1726;1;444;3.688879454;1998;5;1;-2.191489517;1997-2000
6/1/1998;6;1;1998;1;40;0;351536.5724;7659818.92;55.5701;-21.1569;1;445;3.688879454;1998;6;1;-2.179417606;1997-2000
21/7/1999;21;7;1999;1;120;1;351536.5724;7659818.92;55.5701;-21.1569;1;445;4.787491743;1999;202;7;0.186676894;1997-2000
15/6/2019;15;6;2019;3;80;1;351536.5724;7659818.92;55.5701;-21.1569;3;445;4.382026635;2019;166;6;-0.247911892;2017-2019
5/1/1998;5;1;1998;1;120;0;351536.5724;7659818.92;55.5701;-21.1569;1;445;4.787491743;1998;5;1;-2.191489517;1997-2000
7/11/2000;7;11;2000;1;120;1;354994.9726;7648037.111;55.6024;-21.2636;1;446;4.787491743;2000;312;11;1.514587073;1997-2000
11/5/2009;11;5;2009;2;120;1;354994.9726;7648037.111;55.6024;-21.2636;2;446;4.787491743;2009;131;5;-0.670428767;2009-2010
7/1/1998;7;1;1998;1;120;2;354994.9726;7648037.111;55.6024;-21.2636;1;446;4.787491743;1998;7;1;-2.167345695;1997-2000
5/12/1998;5;12;1998;1;120;1;354994.9726;7648037.111;55.6024;-21.2636;1;446;4.787491743;1998;339;12;1.840528662;1997-2000
18/6/2010;18;6;2010;2;120;2;341674.5501;7651833.162;55.4744;-21.2282;2;447;4.787491743;2010;169;6;-0.211696159;2009-2010
15/1/1998;15;1;1998;1;90;1;341674.5501;7651833.162;55.4744;-21.2282;1;447;4.49980967;1998;15;1;-2.070770409;1997-2000
8/1/1998;8;1;1998;1;120;1;354380.2195;7660032.498;55.5975;-21.1552;1;448;4.787491743;1998;8;1;-2.155273784;1997-2000
16/6/2019;16;6;2019;3;80;0;354380.2195;7660032.498;55.5975;-21.1552;3;448;4.382026635;2019;167;6;-0.235839981;2017-2019
15/5/2009;15;5;2009;2;120;1;354380.2195;7660032.498;55.5975;-21.1552;2;448;4.787491743;2009;135;5;-0.622141124;2009-2010
21/1/1998;21;1;1998;1;80;1;358977.2636;7660448.876;55.6418;-21.1518;1;449;4.382026635;1998;21;1;-1.998338945;1997-2000
15/5/2009;15;5;2009;2;85;1;358977.2636;7660448.876;55.6418;-21.1518;2;449;4.442651256;2009;135;5;-0.622141124;2009-2010
26/3/1998;26;3;1998;1;120;2;333170.3044;7670537.854;55.3943;-21.0585;1;450;4.787491743;1998;85;3;-1.225736659;1997-2000
30/6/2009;30;6;2009;2;90;0;358802.1825;7644583.06;55.6388;-21.2951;2;452;4.49980967;2009;181;6;-0.066833231;2009-2010
